x,y
0.31592,0.457071
0.542198,0.446091
0.966826,0.137054
0.85545,0.671257
0.586261,0.919095
0.680808,0.0197743
0.691499,0.941467
0.656532,0.536657
0.247393,0.0225244
0.390447,0.0953841
0.0872245,0.365279
0.976285,0.488196
0.623826,0.852292
0.988898,0.653576
0.923859,0.29774
0.709318,0.262314
0.254171,0.685322
0.122492,0.82707
0.972706,0.399924
0.634855,0.291878
0.509068,0.933853
0.0280419,0.283272
0.78373,0.826454
0.545246,0.66774
0.557145,0.539128
0.953001,0.212166
0.386117,0.473681
0.80886,0.355417
0.92755,0.477105
0.718893,0.201549
0.512478,0.135608
0.105399,0.238415
0.46372,0.527291
0.549998,0.981997
0.354902,0.258383
0.450254,0.845826
0.995069,0.0048819
0.598753,0.497448
0.277259,0.672587
0.967811,0.89541
0.839898,0.452669
0.933204,0.170119
0.0428433,0.799362
0.421124,0.519783
0.576288,0.780545
0.434005,0.349563
0.393169,0.0913148
0.66333,0.0465291
0.449598,0.483775
0.861292,0.312504
0.799685,0.694172
0.895162,0.881965
0.976107,0.914856
0.966081,0.549667
0.0361618,0.0824308
0.765701,0.508062
0.440745,0.902916
0.714999,0.924524
0.110339,0.555719
0.410052,0.0234676
0.351789,0.797057
0.591778,0.855073
0.402649,0.766291
0.103886,0.378445
0.839963,0.692472
0.0679244,0.2146
0.0351596,0.911334
0.118003,0.516697
0.182686,0.220254
0.0394076,0.528486
0.443634,0.130183
0.974993,0.961426
0.915842,0.503554
0.462023,0.108725
0.191715,0.592036
0.957614,0.37693
0.549342,0.550389
0.0349953,0.694098
0.917497,0.686087
0.233803,0.77585
0.602992,0.902115
0.0270841,0.92191
0.699839,0.558618
0.874276,0.175223
0.920315,0.852087
0.0373721,0.778465
0.330649,0.071937
0.648168,0.500654
0.582402,0.853185
0.173616,0.83666
0.148909,0.748903
0.895704,0.640126
0.192264,0.178287
0.107588,0.849424
0.792609,0.0986178
0.928365,0.78723
0.803043,0.496368
0.397279,0.284659
0.450517,0.587477
0.500838,0.91148
0.389168,0.674879
0.58177,0.804304
0.0397077,0.894777
0.984686,0.419577
0.793613,0.390185
0.766347,0.299781
0.85312,0.570707
0.603227,0.261724
0.974025,0.871456
0.771201,0.193511
0.310229,0.236433
0.173735,0.990438
0.805529,0.252857
0.895311,0.00793693
0.889306,0.234069
0.942072,0.148528
0.380483,0.726524
0.612152,0.309765
0.334721,0.392995
0.760727,0.425854
0.20027,0.256066
0.902506,0.168778
0.159943,0.643913
0.0825591,0.11775
0.346646,0.915613
0.442817,0.820443
0.229007,0.915782
0.00155559,0.793236
0.186881,0.882234
0.453115,0.405494
0.553753,0.17886
0.735839,0.817449
0.450618,0.0989641
0.387277,0.316296
0.446981,0.204938
0.892408,0.414694
0.904478,0.338409
0.13856,0.891839
0.862733,0.0808254
0.891503,0.715613
0.4488,0.829857
0.112003,0.753539
0.770817,0.136716
0.62501,0.710108
0.691266,0.30903
0.741272,0.521467
0.00767222,0.383444
0.0144388,0.298872
0.38041,0.769445
0.716201,0.663475
0.13309,0.892199
