x,y
0.317897,0.437026
0.441599,0.990071
0.966956,0.110175
0.865444,0.686382
0.593842,0.947853
0.680393,0.0447694
0.694044,0.92344
0.657134,0.505919
0.247095,0.018019
0.393363,0.0854852
0.0743921,0.387636
0.983718,0.503017
0.849207,0.0122932
0.984763,0.680089
0.91373,0.289402
0.722115,0.256384
0.244382,0.68748
0.134814,0.804178
0.979272,0.382797
0.629682,0.292104
0.509549,0.940096
0.0222826,0.280524
0.805186,0.784039
0.556988,0.66791
0.544664,0.537023
0.936697,0.184799
0.54902,0.423616
0.822979,0.373488
0.924429,0.4948
0.720201,0.194182
0.511818,0.132344
0.0964963,0.231367
0.465728,0.50763
0.554309,0.995211
0.343226,0.26971
0.450926,0.833112
0.991606,0.0425564
0.591735,0.487699
0.279218,0.663544
0.959696,0.885288
0.83437,0.464522
0.933981,0.187681
0.0243637,0.807225
0.424316,0.513841
0.576737,0.77892
0.42661,0.349491
0.37528,0.0780102
0.661874,0.0622419
0.441627,0.458152
0.866392,0.298999
0.79848,0.701933
0.894948,0.888576
0.978019,0.896474
0.962919,0.548311
0.0305426,0.00926478
0.766528,0.545379
0.442944,0.892611
0.717648,0.947694
0.114823,0.585283
0.405978,0.00893476
0.360436,0.786083
0.591562,0.870549
0.390719,0.77832
0.111791,0.387269
0.846849,0.686623
0.0661101,0.217343
0.0305297,0.927783
0.112458,0.495036
0.161404,0.216999
0.0282315,0.540371
0.436993,0.0982128
0.965314,0.967888
0.91018,0.49739
0.459855,0.0815174
0.190233,0.578316
0.965194,0.397006
0.565949,0.536185
0.0318128,0.695465
0.924606,0.704383
0.241768,0.784546
0.598231,0.891652
0.016186,0.909705
0.70726,0.565236
0.869204,0.177892
0.925441,0.843789
0.0433201,0.783101
0.334662,0.0796377
0.654272,0.501846
0.00600621,0.565976
0.188474,0.856385
0.148873,0.778675
0.903145,0.640615
0.201745,0.153096
0.917832,0.0124519
0.797726,0.129568
0.93181,0.814045
0.810767,0.466794
0.400625,0.302186
0.452871,0.570042
0.500315,0.911367
0.388428,0.679945
0.590993,0.780736
0.037551,0.892009
0.552748,0.0461615
0.701409,0.987841
0.764563,0.307145
0.864361,0.557435
0.617978,0.256141
0.978424,0.863669
0.76982,0.180846
0.31023,0.21696
0.160876,0.975084
0.820489,0.269556
0.74861,0.0188727
0.880888,0.222628
0.944436,0.148542
0.375736,0.727048
0.613808,0.321623
0.326456,0.402519
0.284673,0.993483
0.197994,0.239031
0.894946,0.162724
0.170671,0.642912
0.0853382,0.137367
0.345162,0.944717
0.440225,0.827008
0.220631,0.943332
0.00338635,0.781776
0.190511,0.860444
0.457045,0.419528
0.548219,0.172645
0.735697,0.810854
0.443876,0.105636
0.387573,0.316728
0.451557,0.222551
0.881446,0.433438
0.910441,0.349516
0.132612,0.884681
0.873587,0.0991214
0.89031,0.719355
0.459743,0.816503
0.126142,0.772954
0.77072,0.169214
0.625254,0.690143
0.689615,0.328923
0.740552,0.548965
0.00206266,0.391
0.00467086,0.304035
0.385109,0.301155
0.531265,0.992559
0.136354,0.901734
0.249622,0.93744
0.483542,0.00324511
0.879331,0.650618
0.737792,0.3228
0.205946,0.864037
0.200504,0.966795
0.380437,0.0567679
0.657715,0.523336
0.278822,0.126992
0.323096,0.383895
0.664991,0.18462
0.750039,0.205264
0.466385,0.462701
0.603961,0.699811
0.0230903,0.72629
0.551197,0.747929
0.943335,0.683737
0.759666,0.438128
0.373041,0.334281
0.513289,0.0603839
0.795296,0.922207
0.165449,0.987824
0.0841842,0.924609
0.0606021,0.574125
0.33144,0.496029
0.300393,0.331806
0.14642,0.874012
0.255036,0.290261
0.435886,0.639317
0.393816,0.609828
0.160994,0.147131
0.375268,0.989649
0.61211,0.784413
0.824794,0.531035
0.687933,0.589974
0.902391,0.410077
0.0298292,0.683504
0.669124,0.552247
0.473685,0.885297
0.60877,0.678257
0.216409,0.131739
0.0510158,0.063983
0.93663,0.802253
0.985814,0.670026
0.823637,0.610664
0.654855,0.17073
0.597636,0.0963889
0.718112,0.642199
0.355836,0.995375
0.960981,0.681342
0.761379,0.716067
0.592299,0.79126
0.85204,0.447355
0.745659,0.439235
0.121938,0.613158
0.419909,0.015629
0.474517,0.409524
0.230088,0.0507472
0.640626,0.904516
0.334018,0.671315
0.127577,0.646903
0.381287,0.474312
0.341861,0.629013
0.170108,0.595083
0.948528,0.451041
0.688384,0.934334
0.363498,0.767621
0.232038,0.000536824
0.817359,0.975102
0.151817,0.511904
0.946689,0.0546779
0.0670956,0.665348
0.748985,0.62156
0.714801,0.38396
0.698612,0.883142
0.689547,0.0170852
0.440155,0.492979
0.85829,0.733627
0.721782,0.0199813
0.800973,0.58299
0.384151,0.123916
0.731266,0.926834
0.0986206,0.520194
0.430976,0.163267
0.0627071,0.458887
0.356927,0.748363
0.22037,0.31592
0.595217,0.516219
0.76253,0.0419221
0.588452,0.726841
0.394548,0.0809786
0.41174,0.755562
0.461234,0.332219
0.253859,0.129822
0.435181,0.776401
0.143305,0.131863
0.335322,0.379012
0.0404534,0.870088
0.445808,0.457485
0.776358,0.723982
0.33042,0.613192
0.549927,0.169662
0.536172,0.757496
0.528487,0.298805
0.337333,0.91898
0.158936,0.369676
0.863586,0.592078
0.803202,0.262103
0.462703,0.849847
0.00843232,0.0572597
0.501621,0.594486
0.189475,0.713376
0.92245,0.190651
0.781403,0.560307
0.686828,0.796785
0.828208,0.506448
0.943873,0.561385
0.643331,0.975829
0.851967,0.971683
0.84153,0.614347
0.38354,0.434021
0.950755,0.162637
0.0716199,0.251961
0.170957,0.263385
0.329379,0.182814
0.131351,0.450198
0.302807,0.421008
0.408258,0.522365
0.343423,0.498497
0.342126,0.445707
0.975166,0.444461
0.0979436,0.65715
0.829871,0.956135
0.269767,0.380863
0.467839,0.731315
0.983753,0.871349
0.922774,0.799577
0.711966,0.538914
0.843719,0.594316
0.757773,0.846238
0.522043,0.929505
0.375007,0.352362
0.545242,0.403375
0.741262,0.702442
0.926084,0.240543
0.329771,0.503955
0.30602,0.0614654
0.0918113,0.696814
0.510685,0.87798
0.769431,0.721244
0.00764182,0.0577966
0.89142,0.34799
0.0471047,0.148116
0.412262,0.570177
0.843222,0.84992
0.797866,0.440224
0.111984,0.192644
0.182437,0.893976
0.292084,0.905046
0.59592,0.180406
0.0537604,0.257647
0.565543,0.332652
0.506322,0.994903
0.258904,0.429856
0.0840736,0.892791
0.209657,0.433898
0.469921,0.184689
0.94416,0.171189
0.963604,0.594377
0.225876,0.893014
0.57615,0.00463041
0.482238,0.795113
0.759911,0.49522
0.733219,0.317197
0.952249,0.52809
0.845001,0.737789
0.225249,0.430001
0.0882749,0.110927
0.251729,0.343405
0.0331601,0.080402
0.265756,0.0177829
0.37632,0.0482585
0.168413,0.541093
0.999416,0.296587
0.947288,0.225474
0.555213,0.74701
0.377762,0.778392
0.974725,0.00745139
0.70406,0.856663
0.921047,0.925164
0.265355,0.0826843
0.823171,0.00932227
0.0327768,0.566153
0.168852,0.633334
0.0680738,0.892734
0.815348,0.149334
0.344922,0.776521
0.76893,0.179136
0.7791,0.814234
0.390511,0.507539
0.39715,0.105901
0.0296996,0.954751
0.455527,0.533766
0.413045,0.549416
0.799558,0.786685
0.363234,0.146994
0.329218,0.581603
0.352877,0.487994
0.15361,0.469958
0.277791,0.287428
0.319968,0.173717
0.962607,0.508223
0.225212,0.109879
0.61607,0.522448
0.309198,0.86989
0.906574,0.462133
0.783651,0.251434
0.484392,0.938736
0.834135,0.417883
0.889742,0.209985
0.485587,0.193374
0.385151,0.484243
0.577433,0.269661
0.711449,0.456474
0.360922,0.877144
0.119173,0.0247073
0.21219,0.414303
0.815383,0.395385
0.379265,0.487642
0.861908,0.91545
0.122627,0.84799
0.825093,0.647635
0.681705,0.640215
0.97694,0.725944
0.408011,0.291498
0.478209,0.114781
0.794714,0.528132
0.0407741,0.561499
0.781263,0.627322
0.64653,0.106644
0.521369,0.527311
0.608711,0.410633
0.802262,0.577033
0.684988,0.349838
0.902162,0.797898
0.157244,0.232469
0.913504,0.0320049
0.867417,0.409055
0.754245,0.253756
0.77955,0.914371
0.892259,0.694399
0.220681,0.750204
0.35005,0.671256
0.0986746,0.0347293
0.0756878,0.330135
0.38016,0.416676
0.601612,0.11083
0.880165,0.619174
0.982936,0.338531
0.836095,0.288319
0.450992,0.40405
0.879927,0.472724
0.173576,0.628382
0.243206,0.905645
0.408329,0.674149
0.392091,0.71792
0.856259,0.928563
0.125694,0.962357
0.372141,0.987314
0.04153,0.719966
0.920428,0.267229
0.597656,0.260872
0.655205,0.298982
0.291421,0.377255
0.487661,0.0835131
0.5132,0.452256
0.303261,0.160918
0.131421,0.742942
0.957277,0.489281
0.619492,0.164855
0.563118,0.812742
0.529957,0.923999
0.563626,0.120957
0.16224,0.892536
0.675485,0.299286
0.0855927,0.511112
0.12044,0.581813
0.453237,0.312274
0.842748,0.718368
0.422948,0.0527052
0.911108,0.936288
0.926613,0.440336
0.320959,0.380084
0.729789,0.190303
0.33203,0.488491
0.142153,0.0638377
0.0956212,0.516393
0.121192,0.938469
0.719404,0.624241
0.275506,0.0632947
0.669091,0.908951
0.149713,0.367128
0.844849,0.594743
0.570927,0.125698
0.388792,0.960401
0.0507935,0.569932
0.676173,0.718769
0.251054,0.175492
0.949074,0.848057
0.200182,0.123978
0.929964,0.190028
0.409369,0.287983
0.405848,0.975686
0.326878,0.755674
0.96735,0.23609
0.385637,0.337388
0.351872,0.576943
0.881833,0.368384
0.571549,0.866426
0.0480875,0.0661288
0.649318,0.612409
0.20215,0.463707
0.0489701,0.99295
0.643537,0.940793
0.241047,0.794103
0.81084,0.903071
0.162818,0.0258576
0.512703,0.416392
0.625087,0.981824
0.504733,0.924412
0.461876,0.895438
0.368099,0.917271
0.326275,0.537742
0.639013,0.68176
0.159103,0.19635
0.442474,0.377771
0.0423233,0.192993
0.096248,0.860859
0.154842,0.0174564
0.213435,0.366086
0.846762,0.968414
0.516098,0.974687
0.800052,0.612061
0.99655,0.811895
0.981995,0.308384
0.258066,0.636453
0.817128,0.817271
0.0761663,0.337143
0.767191,0.487713
0.507364,0.55555
0.779827,0.552131
0.790644,0.0975549
0.100737,0.239121
0.186942,0.483126
0.943311,0.767926
0.0444799,0.416412
0.98812,0.535958
0.0253888,0.900394
0.947826,0.817764
0.86616,0.75104
0.801289,0.705226
0.385739,0.658524
0.841534,0.239003
0.333966,0.49542
0.479478,0.605477
0.286129,0.349084
0.970746,0.155476
0.581989,0.161648
0.438488,0.19415
0.139149,0.655265
0.22018,0.980197
0.200707,0.394076
0.502442,0.155106
0.733229,0.329717
0.0525068,0.72222
0.607608,0.294088
0.487607,0.87311
0.923762,0.358375
0.939747,0.620048
0.919486,0.616206
0.813955,0.526059
0.491629,0.517604
0.605128,0.461653
0.794794,0.324403
0.766429,0.528701
0.837909,0.262911
0.632398,0.0716059
0.697024,0.952015
0.81756,0.948518
0.779758,0.0216466
0.918226,0.597266
0.177822,0.370995
0.564574,0.498615
0.0977167,0.671161
0.439332,0.983085
0.60356,0.269376
0.758431,0.377837
0.367766,0.593844
0.889916,0.0845682
0.859656,0.16394
0.894947,0.644307
0.398369,0.827765
0.667218,0.161642
0.528184,0.100956
0.938244,0.527229
0.00316618,0.793173
0.676789,0.963824
0.667886,0.821108
0.630744,0.225181
0.394264,0.158038
0.49913,0.0699072
0.105372,0.385502
0.873659,0.709983
0.866063,0.214028
0.392315,0.907187
0.69248,0.144036
0.72483,0.913786
0.137733,0.441448
0.659026,0.139843
0.652786,0.174338
0.488728,0.921127
0.975282,0.596213
0.812251,0.55693
0.957485,0.059968
0.376701,0.662552
0.488181,0.965598
0.119661,0.366355
0.114404,0.233832
0.309367,0.588076
0.657612,0.0998012
0.0171874,0.0415829
0.653601,0.555206
0.243904,0.700375
0.591809,0.764078
0.783975,0.587409
0.00125107,0.841299
0.657757,0.678906
0.973491,0.431154
0.141371,0.339692
0.412504,0.749569
0.601457,0.416867
0.281321,0.812962
0.16266,0.0573613
0.309046,0.406892
0.828282,0.522982
0.147128,0.0748233
0.00918414,0.772426
0.592124,0.506733
0.548394,0.32507
0.528023,0.119218
0.067945,0.791557
0.471383,0.159181
0.263498,0.80764
0.0122786,0.444919
0.845114,0.434338
0.195429,0.121162
0.184015,0.0190866
