x,y
0.316271,0.434476
0.435918,0.995511
0.963201,0.106418
0.863352,0.679874
0.588093,0.955374
0.682338,0.0512065
0.691561,0.922583
0.659663,0.494999
0.250407,0.0156577
0.392145,0.0862476
0.0781875,0.390185
0.98331,0.507785
0.847972,0.00806373
0.989117,0.682838
0.914144,0.300395
0.725859,0.25537
0.246459,0.68048
0.137253,0.81407
0.976245,0.384906
0.627567,0.295387
0.510508,0.943598
0.0233369,0.278321
0.802479,0.78568
0.560158,0.675213
0.544028,0.546645
0.93318,0.189989
0.370547,0.957082
0.821975,0.367337
0.927936,0.496597
0.721436,0.198122
0.511636,0.117044
0.0974967,0.235209
0.465579,0.511222
0.552406,0.994223
0.34618,0.265065
0.448016,0.834435
0.988714,0.0392927
0.593813,0.496206
0.278912,0.662274
0.95911,0.883748
0.836603,0.465543
0.932444,0.191342
0.0254928,0.803455
0.426685,0.519389
0.573176,0.783341
0.429386,0.348334
0.37788,0.0753702
0.660479,0.068244
0.440816,0.461136
0.867176,0.305518
0.798167,0.696674
0.893961,0.88494
0.982219,0.902405
0.963432,0.54561
0.0327677,0.00341422
0.767285,0.541695
0.44836,0.893204
0.715881,0.962617
0.111131,0.589762
0.409197,0.0125674
0.3575,0.783488
0.588037,0.861774
0.396978,0.791038
0.109843,0.391494
0.850442,0.686548
0.0701183,0.213543
0.0312028,0.926798
0.115618,0.497198
0.159133,0.231879
0.0320863,0.543332
0.43938,0.0948613
0.968005,0.967487
0.916599,0.494483
0.459142,0.0792313
0.188713,0.580313
0.962229,0.388837
0.564826,0.535674
0.0316479,0.690301
0.924902,0.69392
0.240619,0.786818
0.598801,0.909819
0.0174559,0.911498
0.706677,0.572185
0.870237,0.170357
0.928643,0.85111
0.0409291,0.772295
0.332337,0.069618
0.651001,0.493933
0.00673998,0.575235
0.185604,0.862173
0.148035,0.771195
0.90448,0.644523
0.197129,0.167547
0.651609,0.791956
0.799939,0.131133
0.93231,0.81292
0.810372,0.463261
0.398689,0.299222
0.458283,0.577319
0.500438,0.907384
0.388544,0.671938
0.592264,0.79052
0.0391432,0.894894
0.801041,0.605899
0.212387,0.93475
0.763818,0.300026
0.866211,0.562246
0.615577,0.259761
0.982502,0.859699
0.76736,0.181539
0.311738,0.214506
0.161369,0.977879
0.8247,0.26811
0.750503,0.0245558
0.879051,0.221365
0.942376,0.150118
0.377707,0.719699
0.616155,0.305094
0.3261,0.401652
0.283759,0.998097
0.199314,0.239666
0.890115,0.160503
0.170707,0.640543
0.0826758,0.137077
0.34363,0.947671
0.437105,0.827461
0.222313,0.954569
0.00372197,0.784556
0.19039,0.868637
0.453303,0.411028
0.551381,0.167729
0.739672,0.813724
0.442142,0.0936802
0.387907,0.315726
0.452875,0.230003
0.881864,0.430602
0.911026,0.341844
0.134972,0.883882
0.872819,0.093834
0.89236,0.715266
0.459795,0.820497
0.130023,0.7694
0.766954,0.15559
0.622777,0.692725
0.693735,0.333048
0.739213,0.542182
0.00398419,0.386084
0.00440755,0.297718
0.211073,0.665251
0.531989,0.987682
0.136477,0.893338
0.247465,0.936336
0.480712,0.00294219
0.879672,0.651519
0.73872,0.312607
0.207178,0.855052
0.202825,0.974703
0.380482,0.0491618
0.658382,0.530053
0.282384,0.122943
0.323519,0.384024
0.663588,0.189224
0.745975,0.207736
0.463108,0.46045
0.606147,0.702847
0.0241199,0.721893
0.552754,0.758254
0.940201,0.682311
0.762234,0.449613
0.371647,0.34592
0.509914,0.0520544
0.799687,0.905939
0.164233,0.981248
0.0890469,0.931692
0.0610828,0.570144
0.331385,0.482651
0.298688,0.331706
0.143988,0.873389
0.259735,0.296264
0.436313,0.633121
0.396623,0.604969
0.153734,0.141293
0.372389,0.997033
0.611096,0.78435
0.82508,0.527491
0.688589,0.590131
0.908221,0.399131
0.0288507,0.676321
0.670062,0.551544
0.469531,0.889519
0.607938,0.666276
0.214587,0.140096
0.0522435,0.0612118
0.937703,0.798571
0.983532,0.65945
0.821991,0.611286
0.650722,0.182705
0.595002,0.100973
0.718424,0.648724
0.00371228,0.345658
0.958799,0.679682
0.763375,0.716284
0.59634,0.791974
0.852665,0.454396
0.74794,0.438518
0.120427,0.615743
0.420147,0.0121135
0.474274,0.41444
0.232821,0.0516229
0.643239,0.918689
0.334507,0.667811
0.131583,0.648826
0.089972,0.143081
0.336263,0.629603
0.172745,0.596582
0.95105,0.453786
0.68705,0.940242
0.361617,0.768175
0.00317257,0.259555
0.818057,0.970234
0.146138,0.514036
0.94698,0.0506017
0.0682811,0.655498
0.747169,0.621607
0.717102,0.383508
0.700304,0.869824
0.690065,0.0180351
0.443038,0.479474
0.863609,0.723487
0.721126,0.0259134
0.802558,0.574038
0.387086,0.125594
0.731597,0.919723
0.105147,0.520115
0.428445,0.155079
0.0614516,0.459747
0.355476,0.739954
0.217125,0.318896
0.594728,0.508988
0.763489,0.0543953
0.58789,0.72888
0.392354,0.0735873
0.41104,0.742111
0.461716,0.325295
0.258561,0.123233
0.434882,0.775798
0.139967,0.135797
0.333771,0.381308
0.0387635,0.863142
0.442524,0.464559
0.774049,0.722749
0.332687,0.621156
0.548396,0.181072
0.539546,0.765009
0.525204,0.296909
0.334916,0.914965
0.154578,0.371738
0.860038,0.592759
0.803536,0.249157
0.464998,0.850236
0.0109659,0.0439567
0.502586,0.59918
0.188847,0.702256
0.923008,0.194013
0.777513,0.570451
0.689021,0.797546
0.823122,0.50143
0.944631,0.561576
0.644914,0.976175
0.851625,0.974941
0.839829,0.604223
0.383093,0.443313
0.949161,0.156026
0.0747517,0.246634
0.168077,0.264571
0.329219,0.185022
0.133653,0.453668
0.303445,0.421587
0.409462,0.527041
0.350186,0.507112
0.341346,0.448605
0.97762,0.434198
0.100584,0.661377
0.829593,0.957433
0.271153,0.377995
0.464939,0.735301
0.985521,0.873206
0.919147,0.80075
0.71321,0.53869
0.843068,0.587622
0.758938,0.848941
0.522648,0.936798
0.376526,0.34483
0.545468,0.404189
0.744932,0.702481
0.92465,0.227353
0.330926,0.504036
0.305023,0.059201
0.0921834,0.697053
0.507347,0.87802
0.76681,0.72679
0.0108439,0.05622
0.89003,0.350791
0.046648,0.148477
0.411906,0.575115
0.843825,0.850281
0.797826,0.445605
0.112076,0.187008
0.180106,0.891445
0.293306,0.904198
0.600186,0.179153
0.0552293,0.259338
0.564946,0.318092
0.733455,0.114438
0.256516,0.43662
0.0811472,0.882928
0.206723,0.438214
0.469387,0.175027
0.944486,0.177649
0.960157,0.594997
0.226993,0.895675
0.568538,0.0142021
0.483248,0.793065
0.757712,0.49742
0.731479,0.314383
0.951372,0.537424
0.845489,0.737305
0.226217,0.432011
0.0897417,0.113647
0.25068,0.339256
0.0330107,0.0729557
0.266214,0.013155
0.374263,0.0454364
0.167801,0.539569
0.997848,0.293142
0.950201,0.231174
0.556362,0.753703
0.375972,0.768079
0.97854,0.0166014
0.703294,0.856184
0.923842,0.935578
0.264795,0.0877834
0.825011,0.00545121
0.0333458,0.567678
0.167697,0.634011
0.0694245,0.88618
0.813942,0.145702
0.345236,0.781003
0.772438,0.172074
0.775571,0.815798
0.386919,0.5094
0.393273,0.100239
0.0329482,0.950513
0.455096,0.528234
0.410919,0.54718
0.797443,0.781795
0.364007,0.152846
0.328887,0.581825
0.352699,0.485316
0.153374,0.468928
0.276837,0.290477
0.320005,0.1738
0.961946,0.510163
0.223356,0.121108
0.617344,0.532723
0.311415,0.878299
0.908342,0.453248
0.785327,0.246716
0.485308,0.937372
0.8361,0.415538
0.890429,0.212485
0.488851,0.196059
0.386839,0.481539
0.57274,0.278104
0.711382,0.458318
0.35698,0.880259
0.114729,0.0283027
0.212707,0.413811
0.816974,0.39342
0.376709,0.486989
0.862626,0.908448
0.122748,0.835688
0.823096,0.650713
0.682785,0.637522
0.976589,0.729997
0.4069,0.284486
0.483963,0.111912
0.791578,0.529163
0.0418261,0.554965
0.781113,0.620825
0.6482,0.0950915
0.520312,0.530006
0.608597,0.42172
0.802534,0.582491
0.689838,0.353242
0.897879,0.780488
0.152607,0.237289
0.913189,0.0402212
0.866036,0.410566
0.758079,0.257882
0.7805,0.905138
0.890117,0.688641
0.221251,0.750619
0.348239,0.670123
0.0990271,0.0428611
0.0724947,0.324299
0.3807,0.412549
0.601545,0.122292
0.879697,0.618397
0.981754,0.335218
0.8327,0.290094
0.451462,0.398765
0.880622,0.482225
0.282994,0.822818
0.24632,0.900783
0.767539,0.00239815
0.392405,0.72046
0.852608,0.928713
0.12634,0.968442
0.372876,0.987277
0.0426244,0.729999
0.9201,0.271385
0.595693,0.25375
0.657725,0.307153
0.295413,0.384047
0.489303,0.0804729
0.511573,0.454174
0.304444,0.160382
0.131643,0.743742
0.959065,0.502183
0.618481,0.162569
0.566501,0.804982
0.529205,0.927106
0.251615,0.723644
0.157709,0.88543
0.673487,0.297334
0.084369,0.51903
0.120392,0.579079
0.450898,0.3155
0.840952,0.714935
0.415717,0.0552497
0.911367,0.931308
0.924255,0.437933
0.316335,0.375659
0.729231,0.197759
0.331366,0.48807
0.139893,0.0618379
0.0967954,0.517406
0.120441,0.944685
0.713359,0.630195
0.274062,0.0628922
0.666583,0.905846
0.152616,0.367665
0.841987,0.601947
0.571841,0.12134
0.393277,0.970808
0.0501593,0.57014
0.67633,0.718371
0.248964,0.178019
0.951619,0.834891
0.20203,0.137197
0.926501,0.182505
0.40824,0.282732
0.406168,0.980292
0.324689,0.751306
0.963408,0.239412
0.383028,0.332345
0.35258,0.572183
0.880801,0.370022
0.570283,0.884165
0.0493859,0.0700253
0.644184,0.615841
0.199423,0.457268
