x,y
0.320232,0.42122
0.36741,0.112407
0.965699,0.100616
0.858663,0.676996
0.590017,0.940298
0.675885,0.041454
0.692687,0.923564
0.66147,0.503892
0.25555,0.0202875
0.393373,0.116311
0.0812212,0.381419
0.983129,0.509315
0.852579,0.00614814
0.988531,0.68331
0.906132,0.299369
0.724285,0.260962
0.248624,0.685441
0.133814,0.81655
0.972503,0.39083
0.628859,0.288033
0.508322,0.921596
0.0216614,0.284205
0.802337,0.787853
0.562015,0.671153
0.546921,0.545172
0.937935,0.174917
0.367167,0.973225
0.818588,0.35822
0.92931,0.508804
0.723059,0.192048
0.508884,0.110342
0.0878939,0.226007
0.464659,0.490781
0.558005,0.987076
0.351204,0.275747
0.447568,0.836941
0.987671,0.035931
0.591368,0.499221
0.279478,0.670867
0.958365,0.880653
0.834929,0.466232
0.940217,0.178965
0.0268491,0.801585
0.42342,0.519114
0.5773,0.789038
0.428604,0.355808
0.375969,0.0829486
0.660993,0.065215
0.436959,0.464186
0.867975,0.307056
0.800148,0.699587
0.887638,0.895656
0.984525,0.904579
0.958022,0.543201
0.0267336,0.00681773
0.760388,0.536321
0.442255,0.884358
0.71298,0.945483
0.103115,0.59208
0.407952,0.0121801
0.36031,0.780821
0.588558,0.866383
0.395194,0.778525
0.106711,0.390952
0.845265,0.689539
0.0660915,0.209304
0.02754,0.928844
0.116856,0.493639
0.16595,0.232766
0.0308295,0.543949
0.440131,0.104662
0.964494,0.979452
0.914646,0.494427
0.460713,0.0895848
0.194584,0.566505
0.967491,0.386008
0.568212,0.54159
0.0315095,0.694064
0.922243,0.682589
0.246151,0.795412
0.605365,0.901727
0.016406,0.914242
0.703972,0.564605
0.874057,0.169114
0.926083,0.840145
0.0482795,0.795363
0.327964,0.0755616
0.65146,0.510687
0.00797949,0.572352
0.187614,0.857049
0.149251,0.762907
0.903301,0.638536
0.198926,0.15277
0.0911436,0.142959
0.795096,0.122949
0.932898,0.807686
0.809191,0.470585
0.396244,0.298927
0.450355,0.580832
0.503446,0.899149
0.38568,0.679874
0.583997,0.781395
0.0404535,0.904878
0.993154,0.429513
0.697202,0.991414
0.763069,0.301144
0.860419,0.573004
0.607594,0.246484
0.98051,0.858748
0.767321,0.168708
0.311107,0.232053
0.16348,0.986164
0.825751,0.279942
0.752142,0.0134665
0.876903,0.226103
0.940739,0.139687
0.372553,0.728586
0.613388,0.315147
0.326583,0.401733
0.282289,0.993247
0.195876,0.236404
0.890237,0.164306
0.16578,0.640796
0.0881047,0.123987
0.343591,0.948858
0.438489,0.830805
0.219994,0.966125
0.00790838,0.779087
0.199088,0.866558
0.462307,0.423565
0.545233,0.173226
0.735145,0.814991
0.443679,0.106837
0.391062,0.317331
0.454738,0.229407
0.882647,0.43007
0.908618,0.346109
0.138415,0.876553
0.868819,0.0959353
0.887992,0.72644
0.461412,0.825926
0.132174,0.759859
0.770748,0.155101
0.625655,0.691581
0.684965,0.331208
0.740697,0.545008
0.911438,0.204497
0.00632715,0.298708
0.857036,0.989688
0.532836,0.989139
0.134622,0.89446
0.249404,0.933968
0.482188,0.0232742
0.877721,0.638971
0.735914,0.32085
0.20839,0.876147
0.203752,0.97522
0.379081,0.0511932
0.661805,0.542092
0.270671,0.129535
0.3176,0.399063
0.668505,0.191244
0.745262,0.205982
0.472376,0.453248
0.603784,0.694675
0.0217487,0.727487
0.556788,0.756659
0.945297,0.679826
0.758893,0.454566
0.372413,0.348798
0.50678,0.0426359
0.794424,0.904259
0.164074,0.976568
0.0820984,0.938186
0.0593344,0.555012
0.329848,0.485755
0.29941,0.337874
0.155119,0.875721
0.256885,0.315348
0.435429,0.64894
0.399587,0.613783
0.156565,0.151317
0.318477,0.338349
0.610422,0.781332
0.822695,0.530692
0.689011,0.603768
0.90343,0.400156
0.0276392,0.680732
0.672379,0.555117
0.475368,0.891872
0.611937,0.664877
0.216094,0.123841
